"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","size_b","heat_necrosis","brown_center","black_spot_bruise","plant_vigor","black_spot_bruise_per_tuber","disease_reaction"
"2016","NCPT","CA","2016 NCPT CA","AC10239-7W","","","","1","","","","","","","3","","Variable","12.7","1.089","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AF5682-3","","","","1","","","","","","","4","","too small, Heat sp","7","1.094","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AFC5551-4W","","","","1","","","","","","","3","","Very small","7.1","1.08","","2","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B2869-29","","","","1","","","","","","","3","","small","9.2","1.098","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AORTX09037-4W","","","","1","","","","","","","4","","Pear","13.3","1.087","","3","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","B2869-29","","","","1","","","","","","","2","","small","13.7","1.101","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","ATTX11476-11W","","","","1","","","","","","","4","","Pear, GC","11.4","1.095","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Atlantic","","","","1","1","","","","","","1","","Nice","12.4","1.096","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Atlantic","","","","1","1","","","","","","1","","Nice","12.7","1.094","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Atlantic","","","","1","1","","","","","","1","","Good","12.7","1.097","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Atlantic","","","","1","1","","","","","","1","","Nice","14","1.101","","1","3","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Atlantic","","","","1","1","","","","","","1","","Nice","15.8","1.094","","1","3","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AORTX10247-1W/Y","","","","1","","","","","","","4","","Pear","14.2","1.089","","3","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AORTX09037-1W","","","","1","","","","","","","4","","GC, Pear","15.8","1.083","","3","2","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AFC5563-5W","","","","1","","","","","","","2","","Variable, small","13.8","1.09","","2","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AORTX09033-4W","","","","1","","","","","","","4","","GC, Pear","9.9","1.083","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AORTX09032-3W","","","","1","","","","","","","3","","GC, variable","11.9","1.095","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AOR11484-2","","","","1","","","","","","","4","","GC","17.3","1.087","","1","2","4","GC","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AOR11470-1","","","","1","","","","","","","4","","variable","13.1","1.074","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AOR11455-4","","","","1","","","","","","","2","","variable","15.5","1.085","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AOR09034-3","","","","1","","","","","","","4","","GC","12.8","1.084","","1","3","3","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AOR09034-3","","","","1","","","","","","","4","","GC","13.5","1.085","","1","3","3","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AFW5563-1","","","","1","","","","","","","2","","small","11","1.096","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AFW5484-6","","","","1","","","","","","","2","","Variable","9.2","1.095","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSV507-073","","","","1","","","","","","","3","","variable, small","9.4","1.09","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSW075-2","","","","1","","","","","","","3","","very small","10.4","1.089","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","AC01144-1W","","","","1","","","","","","","2","","variable","14.4","1.08","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NYL17-3","","","","1","","","","","","","2","","too small","12.7","1.098","","1","3","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NYM7-4","","","","1","","","","","","","2","","Good","13","1.08","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NYL8-12","","","","1","","","","","","","2","","too small","13.5","1.081","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NYL8-12","","","","1","","","","","","","2","","too small","16.2","1.085","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NY163","","","","1","","","","","","","3","","too small","9.5","1.093","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NY163","","","","1","","","","","","","3","","too small","11.5","1.091","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NYL2-12","","","","1","","","","","","","2","","small","11.1","1.1","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NYL2-12","","","","1","","","","","","","2","","small","13.8","1.096","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NYL17-3","","","","1","","","","","","","3","","small","11.4","1.097","","1","3","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NY162","","","","1","","","","","","","3","","pear, variable","7.2","1.097","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NY165","","","","1","","","","","","","3","","variable, small","10.9","1.088","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NY162","","","","1","","","","","","","3","","pear, variable","8.6","1.098","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NYK27-3","","","","1","","","","","","","3","","pear, small","10.9","1.091","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NYK27-3","","","","1","","","","","","","4","","pear, small","12.2","1.093","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NY154","","","","1","","","","","","","4","","pear","13.6","1.093","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NY154","","","","1","","","","","","","4","","pear","13.7","1.094","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NDTX113037C-3W","","","","1","","","","","","","4","","GC, pear","12","1.081","","1","3","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NDTX113030C-3W","","","","1","","","","","","","4","","Variable, small","14.5","1.087","","1","2","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NDTX113030C-10W","","","","1","","","","","","","4","","too small","11.4","1.077","","1","2","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NYM7-6","","","","1","","","","","","","2","","small, variable","12.5","1.084","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","OR12479-5","","","","1","","","","","","","3","","variable","12.8","1.077","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NDTX102852CB-3Ru","","","","1","","","","","","","3","","Variable","9.5","1.081","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W10659-16","","","","1","","","","","","","2","","larger, oval?","14.4","1.091","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","WTX10666-8W","","","","1","","","","","","","3","","GC, variable","11.7","1.097","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","WAF12065-8","","","","1","","","","","","","3","","pear, variable","7.9","1.091","","2","2","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W9968-5","","","","1","","","","","","","3","","GC, pear","12.5","1.093","","1","3","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W9905-3","","","","1","","","","","","","2","","variable","11.1","1.087","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W9905-3","","","","1","","","","","","","2","","variable, small","13.2","1.087","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W9891-1","","","","1","","","","","","","2","","variable, bigger","11.2","1.09","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W9891-1","","","","1","","","","","","","3","","variable","11.6","1.094","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W10659-8","","","","1","","","","","","","2","","small","13.8","1.082","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W10645-7","","","","1","","","","","","","3","","small, variable","11.8","1.089","","1","2","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","OR09256-2","","","","1","","","","","","","2","","variable","11.5","1.085","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W10637-20","","","","1","","","","","","","3","","too small","11.9","1.096","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W10128-1","","","","1","","","","","","","4","","Variable, small, GC","11.7","1.089","","1","2","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","W10128-1","","","","1","","","","","","","3","","Variable, GC, pear","13.4","1.082","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Snowden","","","","1","","","","","","","2","","small","10.5","1.093","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Snowden","","","","1","","","","","","","2","","Good","10.6","1.088","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Snowden","","","","1","","","","","","","2","","small","11.5","1.093","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Snowden","","","","1","","","","","","","2","","Small","12.6","1.093","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","Snowden","","","","1","","","","","","","2","","small","13.6","1.091","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","OR09256-2","","","","1","","","","","","","3","","variable","8.8","1.088","","1","2","7","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NDTX102852CB-4Ru","","","","1","","","","","","","3","","Variable size","9.8","1.081","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","NDAF113470C-3","","","","1","","","","","","","3","","very small","8.7","1.085","","1","3","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSW324-1","","","","1","","","","","","","2","","very small","12.9","1.095","","1","2","7","Skinning","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ101-06","","","","1","","","","","","","3","","very small","10","1.086","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ222-19","","","","1","","","","","","","2","","variable, small","11.9","1.093","","1","2","5","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ219-14","","","","1","","","","","","","1","","large","13.2","1.097","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ219-14","","","","1","","","","","","","1","","nice","16","1.097","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ219-13","","","","1","","","","","","","1","","Uniform, Nice","12.3","1.086","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ219-01","","","","1","","","","","","","2","","variable","13.8","1.097","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ219-01","","","","1","","","","","","","2","","variable","14.1","1.096","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ118-08","","","","1","","","","","","","1","","Uniform","12.6","1.096","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ101-07","","","","1","","","","","","","3","","variable, Larger","11.1","1.08","","1","2","4","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ096-3","","","","1","","","","","","","3","","very small GC","10.4","1.08","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ242-09","","","","1","","","","","","","2","","variable","11.3","1.096","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ062-10","","","","1","","","","","","","3","","variable, small","7.7","1.09","","1","2","6","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ052-31","","","","1","","","","","","","4","","GC","9.3","1.079","","1","3","2","GC","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ052-11","","","","1","","","","","","","3","","some GC, deep eyes","12.1","1.08","","1","2","4","GC","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ045-09","","","","1","","","","","","","4","","severe GC","9.9","1.069","","1","2","1","GC","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ022-19","","","","1","","","","","","","1","","good shape, uniform","13.4","1.085","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ022-07","","","","1","","","","","","","1","","good net skin, uniform","13.5","1.082","","1","2","8","","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ020-08","","","","1","","","","","","","3","","small","10.3","1.085","","1","2","7","Skinning","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSW394-1","","","","1","","","","","","","2","","nice potential","13.5","1.086","","1","2","7","mix?","","","","","","","","","","","","","","","","",""
"2016","NCPT","CA","2016 NCPT CA","MSZ222-19","","","","1","","","","","","","3","","variable, small","9.2","1.092","","1","2","5","","","","","","","","","","","","","","","","","",""
