"year","trial_group","trial_block","trial","variety","variety_tag","identifier","replicate","sample","is_check","partner_id","partner_location_id","date_planting","date_harvest","date_vinekill","breeder_merit_score","field_merit","field_comments","yield_total","specific_gravity","vine_maturity","tuber_flesh_color","tuber_shape","tuber_appearance","tuber_defects","tuber_flesh_oxidation","tuber_heat_sprouts","yield_no1","yield_total_cwt","yield_no1_percent","size_a","oversize","pickouts","hollow_heart","vascular_discoloration","size_b","heat_necrosis","brown_center","black_spot_bruise","plant_vigor","black_spot_bruise_per_tuber","disease_reaction"
"2015","NCPT","CA","2015 NCPT CA","W10129-4","","","","1","","","","","","","3","","","40.6","1.08","","1","3","4","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W10132-3","","","","1","","","","","","","2","","","30.4","1.092","","1","2","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W9835-1","","","","1","","","","","","","3","","","48.2","1.087","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W9835-1","","","","1","","","","","","","3","","","43.6","","","","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W9835-2","","","","1","","","","","","","4","","","43.2","1.083","","1","2","5","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W9891-1","","","","1","","","","","","","4","","","34.4","1.08","","1","2","7","Stolens","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","Pike","","","","1","","","","","","","2","","","26.1","1.087","","1","3","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W9891-1","","","","1","","","","","","","3","","","33.8","","","","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W9905-3","","","","1","","","","","","","2","","","29.1","1.078","","1","2","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W9905-3","","","","1","","","","","","","2","","","30.1","","","","2","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W9905-7","","","","1","","","","","","","3","","","32.8","1.072","","1","2","7","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W9905-7","","","","1","","","","","","","4","","","40.4","","","","2","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W9968-5","","","","1","","","","","","","4","","","40.4","1.084","","1","3","5","GC, Pear","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","W9968-5","","","","1","","","","","","","4","","","37.6","","","","3","5","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","WAF10131-11","","","","1","","","","","","","4","","","30.8","1.079","","1","2","5","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","WAF10131-19","","","","1","","","","","","","4","","","27.4","1.074","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","WAF10664-3","","","","1","","","","","","","4","","","36.2","1.074","","1","2","5","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","WTX10640-2W","","","","1","","","","","","","4","","","39","1.077","","1","2","5","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","A01143-3C","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","Snowden","","","","1","","","","","","","3","","","55.1","1.085","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","OR09256-2","","","","1","","","","","","","3","","","39.8","1.082","","1","2","7","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NDTX102462C-6W","","","","1","","","","","","","4","","","34","","","","3","4","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYK27-3","","","","1","","","","","","","3","","","43.1","","","","2","5","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NDTX102514ABC-5W","","","","1","","","","","","","4","","","29.1","1.078","","1","3","4","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NDTX102514ABC-5W","","","","1","","","","","","","4","","","26.6","","","","2","4","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NDTX102640Cb-1W","","","","1","","","","","","","4","","","60.1","1.068","","1","2","4","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NDTX113059-1W","","","","1","","","","","","","4","","","29.2","1.079","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NDTX113218C-2W","","","","1","","","","","","","3","","","32.1","1.076","","1","2","5","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NDTX113218C-3W","","","","1","","","","","","","3","","","22.1","1.078","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NDTX113266C-1W","","","","1","","","","","","","4","","","38.1","1.084","","1","2","5","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NDTX113277-1W","","","","1","","","","","","","3","","","36.1","1.089","","1","3","5","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NY154","","","","1","","","","","","","4","","","49.1","1.083","","1","3","4","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NY154","","","","1","","","","","","","4","","","49.1","","","","3","4","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYK27-3","","","","1","","","","","","","3","","","44.2","1.077","","1","2","5","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYK28-18","","","","1","","","","","","","3","","","40.1","1.089","","1","2","6","GC, Pear","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","OR09253-1","","","","1","","","","","","","4","","","34","1.089","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYK28-18","","","","1","","","","","","","3","","","42.1","","","","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NY162","","","","1","","","","","","","3","","","23.6","1.08","","1","3","6","Pear","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NY162","","","","1","","","","","","","2","","","41.1","","","","3","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYL1-7","","","","1","","","","","","","2","","","40","1.079","","1","2","8","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYL17-1","","","","1","","","","","","","4","","","4.8","","","","3","4","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYL17-3","","","","1","","","","","","","2","","","51.6","1.088","","1","3","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYL2-12","","","","1","","","","","","","3","","","38.1","1.088","","1","2","6","Pear","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NY163","","","","1","","","","","","","4","","","35","1.085","","1","2","6","Pear","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYL8-12","","","","1","","","","","","","2","","","35.1","1.08","","1","2","8","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYL9-6","","","","1","","","","","","","3","","","34.1","1.078","","1","4","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYWJ107-5","","","","1","","","","","","","2","","","37.2","1.079","","1","3","7","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NYWJ107-5","","","","1","","","","","","","3","","","40.6","","","","2","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","MSV313-2","","","","1","","","","","","","1","","","36.2","1.08","","1","2","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","NDTX102462C-6W","","","","1","","","","","","","3","","","37.2","1.073","","1","3","4","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","MSV301-2","","","","1","","","","","","","4","","","25.1","1.084","","1","2","4","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2869-29","","","","1","","","","","","","3","","","33.1","","","","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5563-12","","","","1","","","","","","","3","","","19.1","1.09","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5569-11","","","","1","","","","","","","4","","","27","1.091","","1","2","3","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5573-5","","","","1","","","","","","","4","","","31","1.092","","1","3","6","Pear","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5583-3","","","","1","","","","","","","2","","","38.4","1.09","","1","2","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AFW5039-1","","","","1","","","","","","","3","","","41.4","1.081","","2","3","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AFW5039-1","","","","1","","","","","","","2","","","39.2","","","","3","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AOR09034-3","","","","1","","","","","","","3","","","59.4","1.079","","1","2","7","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","Atlantic","","","","1","1","","","","","","2","","","43.1","1.088","","1","3","8","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2842-1","","","","1","","","","","","","2","","","51.1","1.086","","3","2","8","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2842-1","","","","1","","","","","","","2","","","42.1","","","","2","8","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2869-29","","","","1","","","","","","","3","","","31.2","1.094","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2883-11","","","","1","","","","","","","3","","","29.2","1.082","","1","2","6","Pear","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5446-11","","","","1","","","","","","","3","","","15.1","","","","3","8","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2883-11","","","","1","","","","","","","4","","","31.2","","","","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2895-8","","","","1","","","","","","","2","","","38.2","1.086","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2895-8","","","","1","","","","","","","3","","","38.2","","","","2","3","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2904-2","","","","1","","","","","","","3","","","51.2","1.088","","1","2","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2904-2","","","","1","","","","","","","2","","","54.6","","","","2","7","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2947-4","","","","1","","","","","","","4","","","22.4","1.088","","1","2","6","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2947-4","","","","1","","","","","","","4","","","20.1","","","","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2947-8","","","","1","","","","","","","4","","","33.1","1.075","","1","2","6","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2947-8","","","","1","","","","","","","4","","","35.2","","","","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2950-2","","","","1","","","","","","","3","","","33.4","1.083","","1","3","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2950-2","","","","1","","","","","","","3","","","30.8","","","","3","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5450-7","","","","1","","","","","","","1","","","41.1","1.076","","1","3","8","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5446-11","","","","1","","","","","","","2","","","24.1","1.083","","1","3","8","Pear","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","B2950-3","","","","1","","","","","","","3","","","40.4","","","","3","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5153-11","","","","1","","","","","","","2","","","25.8","1.081","","3","2","7","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","A09037-6C","","","","1","","","","","","","4","","","49.2","1.082","","3","2","2","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","MSV292-1Y","","","","1","","","","","","","4","","","24.1","1.07","","3","3","4","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AAF07847-2","","","","1","","","","","","","4","","","35.4","1.075","","1","3","4","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AC01144-1W","","","","1","","","","","","","2","","","37.4","1.071","","1","2","8","Pear","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AC01144-1W","","","","1","","","","","","","2","","","39","","","","2","8","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF4648-2","","","","1","","","","","","","4","","","33.4","1.076","","1","3","2","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF4648-2","","","","1","","","","","","","4","","","25.1","","","","3","2","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5033-13","","","","1","","","","","","","3","","","22.8","1.092","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5033-13","","","","1","","","","","","","2","","","28.4","","","","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5040-8","","","","1","","","","","","","2","","","33.6","1.088","","2","2","8","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5040-8","","","","1","","","","","","","1","","","34.2","","","","2","8","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5153-11","","","","1","","","","","","","2","","","24.8","","","","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5445-2","","","","1","","","","","","","2","","","56.1","1.082","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5281-4","","","","1","","","","","","","3","","","27.1","1.093","","1","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5281-4","","","","1","","","","","","","3","","","32.6","","","","2","6","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5386-4","","","","1","","","","","","","4","","","32.2","1.078","","1","4","4","GC","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5387-2","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015","NCPT","CA","2015 NCPT CA","AF5392-8","","","","1","","","","","","","4","","","24.2","1.087","","2","4","4","Pear","","","","","","","","","","","","","","","","",""
