state,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Colorado,2013,0.44,0.14,0.19,0.67,0.3,0.25,1.59,1.22,2.39,0.31,1.35,0.23
Colorado,2014,0.05,0.35,0.45,0.43,0.77,0.06,1.45,1.42,0.74,0.63,0.38,0.25
Colorado,2015,0.44,1.29,0.75,0.79,2.34,0.77,1.44,0.93,0.65,1.17,0.22,0.51
Colorado,2016,0.61,0.3,0.55,1.85,0.83,0.04,0.97,2.5,0.56,0.07,0.48,0.67
Colorado,2017,1.06,0.56,0.35,1.45,0.68,0.1,1.65,1.64,1.54,0.73,0.14,0.11
Colorado,2018,0.02,0.48,0.6,0.12,0.34,0.59,1.37,1.32,1.32,0.94,0.33,0.25
Colorado,2019,0.85,0.28,1.97,1.27,1.23,0.8,2.2,1.41,0.52,0.41,0.34,0.92
Colorado,2020,0.05,0.21,0.29,0.18,0.09,0.71,2.62,0.78,1.9,0.9,0.82,0.39
NorthDakota,2005,0.69,0.17,0.3,0.65,3.89,7.5,0.91,5.27,1.27,2.16,1.33,0.5
NorthDakota,2006,0.61,0.57,1.34,1.09,2.37,0.94,0.76,3.18,2.45,1.03,0.42,0.62
NorthDakota,2007,0.22,0.6,2.3,0.47,5.12,4.19,1.5,1.79,0.8,3.09,0.26,0.75
NorthDakota,2008,0.05,0.59,0.5,0.53,1,2.96,4.21,2.55,4.39,4.2,2.37,0.98
NorthDakota,2009,0.27,0.91,2.17,1.24,1.29,3.55,0.86,3.17,0.78,2.61,0.29,0.69
NorthDakota,2010,0.69,0.44,1.45,1.3,4.56,4.03,2.16,4.12,5.28,2.44,0.58,0.72
NorthDakota,2011,0.85,0.04,0.76,2.4,2.45,3.34,2.69,3.23,2.89,0.3,0.12,0.65
NorthDakota,2012,0.38,0.51,1.79,1.45,1.75,2.38,3.35,2.01,0.2,2.14,0.85,0.31
NorthDakota,2013,0.42,0.37,0.98,1.61,4.79,3.1,2.08,0.88,1.97,2.48,0.15,0.82
NorthDakota,2014,0.69,0.41,0.93,2.62,2.56,6.6,3.7,3.2,1.29,0.37,0.31,0.22
NorthDakota,2015,0.42,0.4,0.31,0.73,4.45,2.51,5.1,2.89,0.84,1.2,1.4,1.06
NorthDakota,2016,0.32,0.26,0.55,1.56,3.7,3.3,5.3,3.53,4.16,1.1,1.33,1.61
NorthDakota,2017,0.45,0.4,0.85,1.34,1.11,4.57,1.17,1.16,4.45,0.12,0.86,0.77
NorthDakota,2018,0.5,0.43,1.85,0.35,1.55,4.41,3.76,1.81,2.22,3.04,0.58,0.63
NorthDakota,2019,0.58,0.99,1.21,1.71,1.72,1.67,3.5,2.66,8.14,3.48,0.95,1.5
NorthDakota,2020,0.78,0.12,0.26,0.94,1.05,5.9,6.7,2.41,0.3,0.37,0.12,0.4
Idaho,2005,1.33,0.93,1.07,0.81,3.83,3.18,0.46,0.69,2.56,1.88,1.81,2.2
Idaho,2006,2.25,1.23,0.91,1.62,0.77,1.27,0.66,0.3,0.8,2.77,1.34,1.72
Idaho,2007,1.94,1.35,0.48,1.11,0.67,1.26,0.77,1.39,1.5,2.46,1.46,2.64
Idaho,2008,1.73,1.03,0.72,0.53,2.36,0.63,0.58,0.35,1.21,0.96,1.77,2.24
Idaho,2009,2.1,0.61,0.99,2.58,1.93,7.51,0.82,1.72,0.5,1.94,0.3,1.03
Idaho,2010,1.18,1.17,0.85,4.23,1.43,3.05,0.63,1.64,0.75,1.52,3.78,3.83
Idaho,2011,2.47,2.33,0,1.72,4.75,2.36,0.81,1.25,0.22,2.31,0.88,1.44
Idaho,2012,1.57,1.39,1.71,0.89,1.9,0.48,1.28,0.09,0.82,1.63,1.31,2.05
Idaho,2013,1.01,0.74,1.67,1.29,2.25,0.62,0.72,1.06,2.24,1.2,1.31,1.23
Idaho,2014,1.14,1.08,3.82,1.57,0.69,1.35,1.23,6.63,2.4,0.34,1.48,1.86
Idaho,2015,1.57,0.77,0.43,1.23,4.93,1.07,1.37,1.54,0.9,1.94,1.03,1.49
Idaho,2016,2.49,0.15,1.85,1.32,2.32,0.47,0.43,0.1,3.39,4.35,0.53,3.22
Idaho,2017,1.41,1.95,1.09,3.94,0.61,1.64,1.04,0.17,3.04,1.37,2.03,1
Idaho,2018,1.39,0.91,2.28,2.73,5.7,2.65,0.35,1.02,0,1.28,1.61,2.24
Idaho,2019,2.24,4.46,0.88,1.98,2.94,1.16,1.2,1.31,3.2,0.78,0.68,1.62
Idaho,2020,3.87,2.4,1.88,2.25,1.66,2.38,0.82,0.14,0.81,0.95,2.27,1.69
Michigan,2005,4.67,2.54,1.41,0.77,2.04,7.35,4.08,1.42,3.82,0.71,5.29,2.43
Michigan,2006,4.3,2.39,3.31,2.22,4.92,1.77,6.9,1.62,5.38,5.02,2.8,3.76
Michigan,2007,2.19,1.98,3.5,4.27,1.68,3.39,1.24,6.1,1.21,3.13,1.06,3.03
Michigan,2008,3.76,4.16,2.47,3.56,2.13,5.66,5.42,1.05,9.54,2.71,2.07,6.27
Michigan,2009,1.74,3.31,2.66,5.56,2.65,6.17,2.35,4.74,1.56,7.64,1.48,2.99
Michigan,2010,0.85,1.8,1.17,3.81,3.8,8.04,4.66,1.74,2.8,2.61,2.81,1.78
Michigan,2011,1.31,2.96,4.01,7.19,4.54,3.34,6.87,4.42,2.23,3.13,2.5,2.59
Michigan,2012,3.2,2,3.14,3.09,2.72,2.17,2.56,3.34,1.97,6.32,0.49,2.85
Michigan,2013,4.01,3.05,0.94,11.1,3.59,4.52,3.21,1.9,1.25,5.46,3.75,2.7
Michigan,2014,3.41,2.35,1.54,2.62,3.31,5.15,4.42,3.68,3.1,4.98,4.11,1.57
Michigan,2015,1.87,1.17,1.05,4.07,3.47,4.03,2.23,3.75,2.26,3.27,2.61,3.33
Michigan,2016,2.15,2.78,4.94,3.92,3.01,1.15,5.62,7.97,2.4,6.15,3.24,2.96
Michigan,2017,3.51,2.05,3.27,6.27,1.5,4.88,1.12,1.72,0.66,9.69,2.8,1.96
Michigan,2018,2.12,4.93,1.16,2.85,5.64,2.5,2.3,6.61,5.93,5.69,2.73,1.99
Michigan,2019,2.9,3.43,2.23,4.05,5.96,4.36,3.92,3.41,7.32,7.13,2.62,4.04
Michigan,2020,3.65,1.2,3.27,4.09,4.22,2.84,4.75,2.6,3.07,2.67,2.27,2.81
NewYork,2005,4.28,2.2,2.45,4.58,1.36,5.45,1.35,2.8,2.11,7.27,4.3,2.03
NewYork,2006,2.76,1.43,1.81,1.78,2.45,7.52,6.77,4.85,2.65,4.25,2.91,1.82
NewYork,2007,2.37,2.01,3.51,3.45,0.93,2.88,4.78,2.86,4.24,3.38,4.15,3.63
NewYork,2008,0.84,4.07,5.38,2.58,1.35,4.46,5.48,2.74,2.36,3.31,2.42,2.87
NewYork,2009,1.15,0.74,3.05,2.04,3.83,4.74,3.28,5.24,2.47,3.02,2.04,1.8
NewYork,2010,2.65,3.02,2.79,2.28,2.39,3.64,3.22,4.23,2.28,7.02,2.09,2.98
NewYork,2011,1.31,3.7,3.63,7.41,6.17,2.59,1.99,4.63,10.46,4.21,2.24,2.88
NewYork,2012,2.29,0.58,1.72,3.2,2.91,1.84,1.59,3.58,3.81,4.18,1.16,5.97
NewYork,2013,1.67,2.26,1.14,3.01,2.32,4.12,6.95,5.23,3.77,2.65,3.63,2.26
NewYork,2014,1.63,1.97,3.04,2.44,4.44,5.14,3.85,6.05,2.21,3,2.36,2.36
NewYork,2015,0.97,1.94,1.33,3.6,2.69,6.59,4.93,1.4,3.99,2.19,1.37,2.79
NewYork,2016,1.65,3.79,1.36,2.61,1.9,1.07,1.87,4.23,2.05,6.89,1.84,2.55
NewYork,2017,2.64,2.22,3.26,4.59,4.47,3.69,6.65,2.37,2.22,7.06,2.05,1.32
NewYork,2018,2.38,2.03,3.24,2.11,3.86,2.09,3.95,4.97,5.36,5.35,4.13,2.19
NewYork,2019,3.22,1.28,1.44,3.75,4.85,5.47,3.72,4.81,1.78,5.35,2.53,3.28
NewYork,2020,2.76,2.69,2.15,3.13,4,2.04,4.68,3.74,1.82,3.7,2.31,3.79
Wisconsin,2005,1.36,1.63,1,1.43,3.01,4.34,2.24,3.47,3.96,1.57,3.15,0.92
Wisconsin,2006,1.13,0.78,0.77,5.01,5.8,1.46,2.69,4,3.85,2,1.7,1.62
Wisconsin,2007,1.11,0.91,2.36,2.13,3.78,1.78,2.71,8.93,2.59,4.55,0.11,2.32
Wisconsin,2008,1.65,1.86,0.49,5.5,2.85,6.47,4.54,2.4,2.08,1.82,1.59,2.76
Wisconsin,2009,0.46,1.09,1.91,3.72,4.56,2.75,2.15,3.38,0.2,5.03,1.3,3.6
Wisconsin,2010,0.8,0.44,0.64,2.65,3.61,7.2,10.6,5.38,4.41,1.26,1.15,1.2
Wisconsin,2011,0.86,1.74,3.02,4.46,3.3,7.48,3.02,2.02,4.76,1.9,3.53,1.14
Wisconsin,2012,0.65,0.27,2.83,3.36,6.04,1.85,0.59,2.93,1.05,5.53,1.43,1.91
Wisconsin,2013,1.23,1.13,1.69,3.9,4.96,5.31,1.9,1.93,2.05,2.36,3.07,1.28
Wisconsin,2014,0.79,0.96,1.28,8.08,2.1,6.81,1.74,6.5,2.62,2.92,1.56,0.99
Wisconsin,2015,0.33,0.24,0.39,3.66,5.6,4.27,1.81,3.14,4.78,3.2,2.59,4.94
Wisconsin,2016,0.95,0.66,5.89,1.5,2.51,3.63,3.9,5.52,11.79,2.18,2.06,2.12
Wisconsin,2017,1.84,1.07,2.53,4.76,3.84,7.97,4.08,4.26,2.49,4.38,0.63,0.67
Wisconsin,2018,0.93,1.17,0.91,3.44,6.32,5.48,3.97,7.11,5.74,4.33,2.22,1.5
Wisconsin,2019,1.89,2.16,1.84,3.98,5.26,4.99,7.18,2.88,5.21,4.36,2.22,2.85
Wisconsin,2020,0.88,0.77,3.57,2.17,3.86,6.24,2.53,2.79,1.97,2.52,1.98,0.35
Oregon,2005,0.49,0.11,0.68,1.05,0.78,0.13,0.23,0,0.11,0.72,1.3,1.42
Oregon,2006,1.93,0.34,0.6,1.3,1.42,1.04,0.01,0.03,0.16,1.23,1.36,1.66
Oregon,2007,0.44,0.9,0.72,0.46,0.38,1.1,0.09,0.05,0.15,0.81,0.89,1.38
Oregon,2008,1.1,0.39,0.85,0.12,0.26,0.34,0.01,0.66,0.04,0.2,0.68,0.83
Oregon,2009,1.21,0.73,1.03,0.49,0.91,0.14,0.03,0.12,0.13,1.52,0.34,1.05
Oregon,2010,1.76,0.46,0.42,0.9,1.22,1.29,0.19,0.02,0.73,1.43,1.3,2.5
Oregon,2011,0.88,0.57,1.68,0.22,1.3,0.37,0.03,0.01,0.03,0.55,0.4,0.15
Oregon,2012,1.39,0.54,1.09,1.34,0.52,1.89,0.81,0.04,0.05,1.53,1.32,2.09
Oregon,2013,0.58,0.12,0.87,0.75,1.47,0.55,0,0.3,1.91,0.04,0.36,0.4
Oregon,2014,0.8,0.99,1.03,0.62,0.45,0.28,0.04,1.06,0.01,0.95,0.61,1.54
Oregon,2015,0.73,0.59,0.46,0.3,1.88,0,0.01,0.11,0.18,0.32,1.38,1.87
Oregon,2016,1.11,0.44,1.07,0.3,1.15,0.65,0.32,0.04,0.55,2.12,0.68,0.76
Oregon,2017,1.76,2.21,1.5,1.09,0.44,0.33,0,0.05,0.44,0.83,1.02,1.28
Oregon,2018,0.87,0.5,0.42,1.51,0.75,0.21,0,0.13,0,0.93,1.34,1.09
Oregon,2019,1.5,1.36,0.63,1.01,1.08,0.11,0.15,0.1,0.63,0.28,0.22,0.61
Oregon,2020,1.06,0.75,0.46,0.15,1.66,0.3,0,0,0.05,0.37,1.53,0.71
Maine,2005,1.92,2.43,4.9,6.19,3.2,2.31,4.1,4.11,5.04,7.38,6.06,6.6
Maine,2006,3.56,2.3,0.8,1.84,5,4.18,4.32,2.9,2.88,5.6,4.87,2.29
Maine,2007,2.31,1.94,4.19,3.33,2.9,2.44,3.51,3.48,2.07,3.66,7.39,4.8
Maine,2008,3.1,4.72,5.27,2.57,2.66,5.87,4.46,4.05,4.96,4.76,4.55,5.61
Maine,2009,3.07,1.95,2.06,2.95,5.29,2.69,5.08,1.6,1.95,4.74,3.76,3.79
Maine,2010,1.78,1.48,2.95,2.44,2.5,7.3,4.37,1.58,5.81,4.19,4.01,5.2
Maine,2011,1.47,2.77,4.68,2.95,4.46,9.03,7.96,9.58,3.44,3.91,1.79,3.32
Maine,2012,3.37,2.31,1.59,4.32,4.11,6.97,1.73,2.46,3.09,4.92,0.67,3.07
Maine,2013,1.86,3.51,1.74,1.4,5.51,6.06,7.27,5.67,7.01,2.54,4.01,3.58
Maine,2014,3.99,2.23,3.44,4.37,3.17,2.61,7.06,1.79,2.59,5.79,3.37,5.88
Maine,2015,2.9,1.2,1.65,2.35,2.75,4.25,3.19,4.18,3.83,2.83,2.16,4.88
Maine,2016,1.42,4.05,4.7,2.8,2.96,3.65,5.64,5.89,2.48,2.54,3.63,4.2
Maine,2017,3.45,2.17,2.72,3.86,4.37,4.39,2.62,2.28,3.13,6.23,3.67,4.12
Maine,2018,5.3,2.2,2.7,4.62,2.33,3.16,2.19,3.87,1.74,4.08,5.04,3.77
Maine,2019,5.64,2.92,1.72,4.84,3.19,2.91,2.49,2.51,4.87,3.76,3.78,2.91
Maine,2020,3.18,2.38,2.94,2.83,2.38,0.88,3.04,2.24,1.15,7.21,3.69,3.89
Colorado,2021,0.65,0.12,0.86,0.33,1.21,0.82,1.35,1.04,0.53,0.33,0.03,0.02
Colorado,2022,0.29,0.82,0.71,0.32,0.12,1.1,2.36,1.99,0.68,1.68,0.41,0.02
Idaho,2021,1.79,3.3,1.58,0.82,2.63,0.04,1.5,2.62,0.98,1.86,1.23,3.2
Idaho,2022,1.91,0.48,0.71,1.27,1.74,1.72,0.28,1.6,1.05,0.91,3.25,2.74
Maine,2021,1.26,2.88,2.44,3.5,3.51,3.41,2.94,2.46,6.13,2.48,2.65,3.37
Maine,2022,2.4,3.58,4,3.47,3.46,4.65,4.08,3.75,1.86,4.46,4.96,4.53
Michigan,2021,1.37,1.84,1.51,1.91,1.92,8.49,4.44,2.33,3.34,6.44,2.22,2.23
Michigan,2022,1.43,4.2,3.5,5.19,4.07,1.42,2.82,4.98,1.3,3.74,2.33,2.75
NewYork,2021,1.84,2.43,1.19,3.88,4.05,4.42,6.32,6.24,5.23,7.35,2.69,2.26
NewYork,2022,1.28,2.72,2.75,3.06,1.97,3.52,1.64,4.72,6.01,0.76,3.75,3.19
NorthCarolina,2021,5.95,10.35,1.9,2.23,2.08,13.28,5,4.2,2.1,1.22,1.42,2.82
NorthCarolina,2022,5.19,1.92,2.19,1.98,4.23,2.58,6.6,5.22,1.87,5.53,3.96,2.06
NorthDakota,2021,0.3,0.16,0.23,0.89,2.29,2.45,0.42,5.06,1.37,3.48,1.12,1.36
NorthDakota,2022,0.62,0.88,0.3,5.47,5.09,2.16,4.59,1.42,0.53,0.17,0.52,1.57
Oregon,2021,0.7,0.81,0.07,0.02,0.36,0.19,0.06,0.01,0.68,0.94,1.12,1.5
Oregon,2022,0.62,0.26,0.93,1.41,1.43,1.61,0.01,0.03,0.11,1.01,1.27,2.63
Texas,2021,0.14,0.06,1.3,0.02,2.19,2.19,3.91,0.55,1.02,0.27,0,0
Texas,2022,0.04,0.03,0.08,0.46,2.22,0.68,4.35,0.81,0.45,1.22,0.08,0.03
Wisconsin,2021,0.61,1.05,1.13,1.39,2.55,4.74,4.83,9.25,0.69,1.28,0.84,1.48
Wisconsin,2022,0.38,0.22,3.4,2.13,3.76,4.18,4.04,5.56,3.75,0.94,2.85,1.75
California,2021,0.98,0.09,0.77,0.19,0,0,0,0,0,0.94,0.01,2.6
California,2022,0.01,0.11,1.34,0.39,0,0.01,0,0,0,0,0.66,1.69
Florida,2021,0.61,5.45,1.56,5.84,1.4,7.3,9.89,5.9,4.98,1.79,3.53,3.35
Florida,2022,0.9,1.65,8.47,4.34,3.05,4.92,10.8,6.19,10.35,1.94,4.82,0.68
